-1612.52	0.00	-300.00
-1183.11	0.00	-290.00
-813.88	0.00	-280.00
-496.38	0.00	-270.00
-223.39	0.00	-260.00
11.33	0.00	-250.00
213.14	0.00	-240.00
386.65	0.00	-230.00
535.80	0.00	-220.00
664.01	0.00	-210.00
774.20	0.00	-200.00
868.88	0.00	-190.00
950.22	0.00	-180.00
1020.08	0.00	-170.00
1080.04	0.00	-160.00
1131.47	0.00	-150.00
1175.56	0.00	-140.00
1213.29	0.00	-130.00
1245.55	0.00	-120.00
1273.05	0.00	-110.00
1296.44	0.00	-100.00
1316.24	0.00	-90.00
1332.90	0.00	-80.00
1346.81	0.00	-70.00
1358.28	0.00	-60.00
1367.58	0.00	-50.00
1374.91	0.00	-40.00
1380.45	0.00	-30.00
1384.31	0.00	-20.00
1386.60	0.00	-10.00
1387.36	0.00	0.00
1388.80	-14.10	-15.30
1389.20	-19.40	-20.80
1389.60	-24.70	-26.40
1389.80	-27.30	-29.00
1390.20	-33.60	-33.60
1390.70	-41.70	-38.00
1390.70	-42.40	-38.20
1391.20	-54.20	-39.80
1391.30	-63.10	-38.60
1391.40	-69.40	-37.20
1391.40	-75.80	-35.70
1391.20	-83.50	-34.20
1391.00	-89.60	-32.80
1390.70	-95.30	-31.90
1390.60	-100.70	-31.70
1390.80	-108.60	-33.30
1391.10	-115.00	-35.70
1391.40	-121.50	-38.10
1391.60	-126.30	-40.40
1392.40	-132.70	-46.60
1392.60	-136.10	-50.50
1393.00	-139.80	-55.50
1393.20	-141.50	-59.10
1393.50	-143.20	-63.60
1393.60	-144.30	-66.80
1393.90	-144.70	-72.20
1394.00	-145.20	-81.00
1394.00	-145.70	-85.70
1394.00	-146.80	-89.90
1394.00	-149.00	-94.50
1393.80	-153.10	-101.20
1393.70	-153.70	-101.90
1393.60	-157.60	-105.30
1393.50	-161.30	-108.10
1393.50	-167.90	-110.30
1393.60	-177.20	-112.40
1393.70	-186.40	-114.50
1393.80	-192.00	-115.70
1393.80	-196.00	-116.20
1393.90	-200.10	-116.30
1394.00	-204.10	-116.40
1394.00	-208.20	-116.80
1394.10	-214.00	-118.00
1394.30	-222.20	-120.40
1394.50	-228.40	-123.40
1394.50	-230.70	-125.70
1394.40	-234.00	-132.00
1394.40	-236.10	-137.30
1394.40	-239.80	-142.70
1394.60	-244.60	-145.90
1394.80	-249.60	-148.10
1395.20	-254.40	-149.60
1395.70	-260.40	-150.00
1396.10	-266.70	-149.70
1396.60	-272.10	-150.60
1397.50	-278.80	-153.90
1398.50	-285.30	-157.30
1400.60	-294.40	-162.80
1402.10	-300.30	-166.10
1403.90	-306.30	-169.30
1406.70	-315.90	-174.60
1409.10	-325.50	-179.90
1410.20	-331.60	-183.50
1411.70	-337.80	-187.20
1415.00	-346.80	-191.80
1419.20	-355.90	-196.40
1421.30	-363.50	-200.40
1422.50	-371.10	-204.40
1423.90	-380.60	-209.20
1424.70	-387.00	-212.40
1425.90	-396.90	-215.80
1426.30	-403.40	-218.20
1426.40	-410.80	-221.70
1426.10	-419.90	-226.20
1425.50	-429.70	-230.90
1425.10	-435.70	-233.50
1424.70	-441.80	-236.10
1424.10	-450.30	-239.70
1423.80	-458.80	-243.40
1423.50	-466.20	-247.00
1423.30	-473.60	-250.60
1423.00	-483.10	-255.20
1422.50	-492.50	-259.70
1422.20	-501.00	-264.00
1421.90	-509.50	-268.20
1421.60	-518.00	-272.50
1421.70	-526.80	-276.80
1421.60	-535.60	-281.10
1421.50	-544.20	-285.20
1421.40	-552.80	-289.40
1421.30	-561.20	-293.50
1421.20	-569.50	-297.50
1421.10	-577.90	-301.60
1420.90	-588.80	-307.00
1420.70	-599.70	-312.30
1420.10	-610.70	-317.70
1419.70	-619.40	-321.60
1419.40	-628.10	-325.50
1419.10	-636.80	-329.40
1419.10	-636.80	-329.40
1418.90	-645.50	-333.30
1418.80	-654.50	-337.30
1418.80	-663.60	-341.30
1419.00	-674.40	-346.00
1419.10	-683.90	-350.90
1419.10	-693.30	-355.80
1419.20	-699.80	-359.20
1419.10	-706.40	-362.50
1419.00	-717.00	-367.40
1419.00	-724.50	-370.80
1419.00	-726.90	-371.80
1419.00	-727.30	-372.00
1419.00	-729.40	-372.90
1419.00	-730.20	-373.20
1418.90	-737.30	-377.00
1418.80	-746.40	-382.50
1418.60	-755.40	-388.30
1418.40	-763.50	-393.20
1418.20	-772.10	-398.20
1417.80	-780.60	-403.20
1417.50	-787.80	-407.30
1417.10	-794.90	-411.40
1416.40	-804.10	-415.30
1415.80	-811.70	-418.20
1415.10	-819.30	-421.10
1414.00	-830.10	-425.50
1412.80	-841.20	-430.00
1411.30	-852.00	-433.30
1409.80	-862.70	-436.60
1408.70	-870.80	-439.20
1407.90	-878.90	-441.70
1407.40	-887.00	-444.20
1406.40	-895.00	-446.80
1406.20	-903.10	-449.40
1405.50	-911.40	-451.80
1398.20	-919.70	-454.10
1394.10	-925.70	-456.60
1393.30	-931.60	-459.10
1392.70	-937.60	-462.10
1392.60	-945.80	-467.00
1392.70	-953.00	-471.70
1393.30	-961.80	-476.90
1394.10	-970.60	-482.00
1395.00	-977.70	-486.10
1396.30	-984.80	-490.20
1397.30	-992.30	-494.50
1397.90	-996.60	-497.30
1398.90	-1002.90	-503.00
1399.70	-1008.40	-507.70
1400.50	-1013.80	-512.40
1401.00	-1017.10	-515.60
1401.70	-1022.90	-520.50
1402.20	-1028.50	-524.20
1402.60	-1034.60	-526.30
1402.80	-1039.20	-526.90
1402.90	-1042.70	-526.80
1403.00	-1048.30	-525.70
1402.70	-1057.50	-522.00
1402.20	-1066.70	-518.40
1401.60	-1075.50	-515.10
1400.90	-1084.20	-511.80
1400.10	-1094.40	-507.90
1399.90	-1104.50	-504.10
1398.80	-1113.60	-500.70
1387.20	-1122.60	-497.30
1382.30	-1132.30	-493.50
1380.90	-1138.40	-491.90
1380.10	-1144.60	-490.30
1378.80	-1153.00	-489.20
1376.80	-1164.90	-488.60
1374.60	-1174.20	-487.90
1373.50	-1180.70	-485.80
1372.50	-1187.30	-481.80
1371.80	-1192.80	-478.20
1371.10	-1198.30	-474.50
1370.70	-1203.70	-471.20
1370.40	-1209.00	-467.80
1370.10	-1214.60	-464.80
1369.90	-1220.20	-461.70
1369.70	-1227.50	-456.60
1369.60	-1234.80	-451.40
1369.50	-1242.10	-446.30
1369.50	-1248.20	-442.80
1369.40	-1254.30	-439.40
1369.30	-1263.60	-435.90
1369.20	-1272.80	-432.30
1369.30	-1281.20	-429.60
1369.30	-1289.60	-426.90
1369.40	-1297.90	-425.50
1369.40	-1306.30	-424.20
1369.50	-1316.90	-422.40
1369.60	-1327.40	-420.50
1369.60	-1333.90	-419.30
1369.60	-1340.40	-418.00
1369.70	-1348.60	-416.10
1369.80	-1356.80	-414.10
1370.00	-1366.10	-411.60
1370.10	-1375.50	-409.10
1370.20	-1382.20	-407.40
1370.40	-1389.00	-405.70
1370.40	-1389.00	-405.70
1370.40	-1395.40	-404.30
